transactionid,cashierid,transactiontime,totalamount,paymentmethod,status
61599,3,2025-12-27 12:42:03,5.80,card,completed
61600,4,2025-12-27 14:22:19,9.44,card,completed
61601,3,2025-12-27 18:46:01,10.66,card,completed
61602,1,2025-12-27 21:35:36,20.65,card,completed
61603,4,2025-12-27 19:47:53,11.00,card,completed
61604,3,2025-12-27 11:19:02,5.39,applepay,completed
61605,1,2025-12-27 17:36:13,10.15,card,completed
61606,4,2025-12-27 12:12:25,5.54,card,completed
61607,2,2025-12-27 11:43:01,5.05,card,completed
61608,2,2025-12-27 20:41:25,15.99,card,completed
61609,1,2025-12-27 17:36:14,4.59,card,completed
61610,3,2025-12-27 16:58:04,11.18,card,completed
61611,1,2025-12-27 13:12:39,4.73,card,completed
61612,2,2025-12-27 20:45:51,5.76,card,completed
61613,2,2025-12-27 16:23:27,5.30,card,completed
61614,1,2025-12-27 16:59:05,21.20,card,completed
61615,1,2025-12-27 21:49:24,10.70,card,completed
61616,4,2025-12-27 14:26:27,4.74,applepay,completed
61617,1,2025-12-27 13:10:46,21.70,card,completed
61618,3,2025-12-27 19:58:39,6.14,card,completed
61619,4,2025-12-27 16:29:18,11.20,applepay,completed
61620,4,2025-12-27 13:40:59,10.90,card,completed
61621,3,2025-12-27 19:29:14,10.75,card,completed
61622,3,2025-12-27 19:14:48,5.19,card,completed
61623,2,2025-12-27 12:10:19,10.36,card,completed
61624,3,2025-12-27 17:39:21,5.33,card,completed
61625,2,2025-12-27 15:02:46,20.56,card,completed
61626,1,2025-12-27 16:10:28,4.60,cash,completed
61627,3,2025-12-27 20:30:57,5.14,card,completed
61628,3,2025-12-27 16:36:59,15.00,card,completed
61629,2,2025-12-27 15:15:38,28.10,applepay,completed
61630,2,2025-12-27 21:16:51,5.92,card,completed
61631,2,2025-12-27 11:58:23,5.87,card,completed
61632,1,2025-12-27 13:16:52,10.12,card,completed
61633,2,2025-12-27 19:46:25,9.73,card,completed
61634,3,2025-12-27 15:08:47,6.24,cash,completed
61635,3,2025-12-27 22:57:41,5.35,applepay,completed
61636,3,2025-12-27 18:28:20,5.10,applepay,completed
61637,3,2025-12-27 20:36:05,5.96,card,completed
61638,2,2025-12-27 13:50:12,0.67,applepay,completed
61639,2,2025-12-27 21:34:34,5.57,card,completed
61640,4,2025-12-27 13:24:13,12.80,card,completed
61641,1,2025-12-27 11:57:21,10.75,card,completed
61642,2,2025-12-27 15:15:53,10.93,applepay,completed
61643,4,2025-12-27 16:50:58,6.05,card,completed
61644,3,2025-12-27 16:06:32,26.87,cash,completed
61645,1,2025-12-27 12:58:04,5.91,card,completed
61646,4,2025-12-27 15:24:23,5.73,card,completed
61647,3,2025-12-27 18:04:31,15.20,card,completed
61648,2,2025-12-27 18:49:03,5.41,applepay,completed
61649,4,2025-12-27 16:15:23,10.18,card,completed
61650,1,2025-12-27 13:37:47,5.46,card,completed
61651,2,2025-12-27 20:09:54,11.31,card,completed
61652,1,2025-12-27 19:32:50,5.32,card,completed
61653,1,2025-12-27 19:14:07,24.29,card,completed
61654,2,2025-12-27 18:42:54,33.15,card,completed
61655,1,2025-12-27 22:35:06,6.11,applepay,completed
61656,3,2025-12-27 17:38:39,5.36,cash,completed
61657,3,2025-12-27 16:55:58,10.10,card,completed
61658,3,2025-12-27 17:10:51,7.25,card,completed
61659,4,2025-12-27 22:31:58,16.46,applepay,completed
61660,4,2025-12-27 22:24:06,15.55,card,completed
61661,1,2025-12-27 11:38:38,5.29,card,completed
61662,1,2025-12-27 20:51:13,10.50,card,completed
61663,2,2025-12-27 16:23:26,5.32,card,completed
61664,1,2025-12-27 22:00:40,5.17,card,completed
61665,2,2025-12-27 21:53:29,21.93,card,completed
61666,1,2025-12-27 18:01:00,10.74,card,completed
61667,3,2025-12-27 21:56:25,10.68,card,completed
61668,1,2025-12-27 14:08:02,6.02,card,completed
61669,1,2025-12-27 20:36:41,5.14,applepay,completed
61670,3,2025-12-27 12:41:22,5.51,card,completed
61671,1,2025-12-27 17:01:13,6.39,cash,completed
61672,2,2025-12-27 14:04:32,15.96,applepay,completed
61673,1,2025-12-27 12:52:20,16.90,card,completed
61674,4,2025-12-27 17:48:06,4.55,card,completed
61675,3,2025-12-27 19:10:02,7.32,applepay,completed
61676,2,2025-12-27 13:11:24,10.86,card,completed
61677,2,2025-12-27 16:56:15,7.15,card,completed
61678,2,2025-12-27 12:20:03,6.01,card,completed
61679,2,2025-12-27 21:34:52,4.94,applepay,completed
61680,3,2025-12-27 13:36:26,10.78,card,completed
61681,3,2025-12-27 20:28:40,20.79,applepay,completed
61682,4,2025-12-27 18:14:32,5.36,card,completed
61683,1,2025-12-27 19:55:59,11.05,card,completed
61684,2,2025-12-27 13:08:46,6.06,card,completed
61685,3,2025-12-27 15:35:35,5.11,card,completed
61686,4,2025-12-27 19:05:03,15.76,applepay,completed
61687,2,2025-12-27 17:59:09,5.14,card,completed
61688,4,2025-12-27 12:32:53,5.35,card,completed
61689,4,2025-12-27 12:02:21,21.67,card,completed
61690,4,2025-12-27 13:12:35,15.98,card,completed
61691,3,2025-12-27 16:15:02,10.90,applepay,completed
61692,3,2025-12-27 17:07:43,5.10,card,completed
61693,2,2025-12-27 12:54:02,10.45,applepay,completed
61694,4,2025-12-27 19:25:34,4.97,card,completed
61695,1,2025-12-27 11:40:28,4.84,card,completed
61696,1,2025-12-27 18:37:52,15.90,card,completed
61697,2,2025-12-27 15:31:17,11.19,card,completed
61698,3,2025-12-27 12:58:40,5.20,card,completed
61699,3,2025-12-27 21:55:31,10.12,card,completed
61700,4,2025-12-27 19:50:06,25.39,applepay,completed
61701,3,2025-12-27 19:27:32,9.27,card,completed
61702,4,2025-12-27 18:00:44,6.21,card,completed
61703,2,2025-12-27 19:59:40,5.45,applepay,completed
61704,4,2025-12-27 13:53:09,5.43,card,completed
61705,2,2025-12-27 11:06:20,5.11,card,completed
61706,2,2025-12-27 21:22:41,5.31,cash,completed
61707,4,2025-12-27 13:55:26,4.89,applepay,completed
61708,3,2025-12-27 19:59:37,6.04,card,completed
61709,3,2025-12-27 17:54:06,11.09,card,completed
61710,4,2025-12-27 22:04:16,0.00,card,voided
61711,3,2025-12-27 11:11:15,10.82,card,completed
61712,4,2025-12-27 14:39:21,9.87,card,completed
61713,3,2025-12-27 20:28:29,5.32,card,completed
61714,4,2025-12-27 15:07:20,16.01,cash,completed
61715,3,2025-12-27 14:05:23,5.90,cash,completed
61716,3,2025-12-27 13:30:03,5.51,card,completed
61717,4,2025-12-27 14:45:03,16.47,card,completed
61718,2,2025-12-27 17:46:25,5.13,applepay,completed
61719,2,2025-12-27 20:31:39,5.46,card,completed
61720,1,2025-12-27 19:38:05,5.04,card,completed
61721,3,2025-12-27 18:21:49,6.67,card,completed
61722,4,2025-12-27 16:54:46,6.15,card,completed
61723,4,2025-12-27 15:52:09,5.47,card,completed
61724,3,2025-12-27 18:48:34,15.98,card,completed
61725,1,2025-12-27 18:13:18,4.93,applepay,completed
61726,2,2025-12-27 16:18:53,5.80,card,completed
61727,2,2025-12-27 21:43:22,5.41,cash,completed
61728,4,2025-12-27 20:04:23,10.01,applepay,completed
61729,4,2025-12-27 20:59:18,10.61,cash,completed
61730,1,2025-12-27 13:05:52,21.11,applepay,completed
61731,4,2025-12-27 15:14:02,5.31,card,completed
61732,1,2025-12-27 13:09:11,10.10,card,completed
61733,3,2025-12-27 16:40:43,10.19,card,completed
61734,4,2025-12-27 12:09:56,5.37,card,completed
61735,2,2025-12-27 16:37:16,5.31,card,completed
61736,3,2025-12-27 14:03:45,24.93,card,completed
61737,2,2025-12-27 17:41:08,5.80,applepay,completed
61738,2,2025-12-27 18:45:11,10.69,card,completed
61739,2,2025-12-27 13:32:31,10.36,card,completed
61740,2,2025-12-27 12:20:53,11.32,card,completed
61741,2,2025-12-27 22:23:48,4.51,card,completed
61742,3,2025-12-27 14:21:30,5.16,card,completed
61743,2,2025-12-27 21:11:15,10.88,card,completed
61744,1,2025-12-27 22:46:14,15.44,card,completed
61745,4,2025-12-27 20:53:22,5.39,card,completed
61746,2,2025-12-27 15:53:52,11.33,card,completed
61747,3,2025-12-27 17:09:09,5.32,applepay,completed
61748,2,2025-12-27 17:55:58,11.13,card,completed
61749,4,2025-12-27 12:03:11,10.49,card,completed
61750,4,2025-12-27 12:15:39,21.73,card,completed
61751,2,2025-12-27 16:48:46,0.66,cash,completed
61752,4,2025-12-27 19:48:58,4.74,card,completed
61753,1,2025-12-27 19:28:09,5.57,applepay,completed
61754,4,2025-12-27 16:34:46,4.82,card,completed
61755,2,2025-12-27 22:01:48,6.68,card,completed
61756,4,2025-12-27 16:18:31,27.18,card,completed
61757,3,2025-12-27 18:44:23,5.37,card,completed
61758,3,2025-12-27 20:02:02,6.46,card,completed
61759,4,2025-12-27 16:23:35,5.96,applepay,completed
61760,4,2025-12-27 17:37:14,5.30,card,completed
61761,1,2025-12-27 15:15:26,5.53,card,completed
61762,2,2025-12-27 13:31:22,10.58,card,completed
61763,1,2025-12-27 17:49:57,20.96,cash,completed
61764,2,2025-12-27 20:46:45,5.40,card,completed
61765,2,2025-12-27 15:18:50,5.33,card,completed
61766,1,2025-12-27 18:33:36,5.90,applepay,completed
61767,1,2025-12-27 17:39:44,5.13,applepay,completed
61768,1,2025-12-27 18:03:33,5.32,card,completed
61769,4,2025-12-27 14:19:17,10.87,applepay,completed
61770,4,2025-12-27 14:47:10,4.74,cash,completed
61771,2,2025-12-27 20:10:05,10.88,cash,completed
61772,4,2025-12-27 17:18:18,5.39,card,completed
61773,2,2025-12-27 22:02:48,5.89,card,completed
61774,4,2025-12-27 14:12:31,5.48,card,completed
61775,2,2025-12-27 15:12:14,4.44,card,completed
61776,2,2025-12-27 16:04:51,20.81,card,completed
61777,2,2025-12-27 13:13:41,5.30,card,completed
61778,4,2025-12-27 20:08:21,5.12,cash,completed
61779,4,2025-12-27 19:28:54,5.18,card,completed
61780,4,2025-12-28 20:12:57,25.01,cash,completed
61781,2,2025-12-28 17:33:29,5.36,cash,completed
61782,1,2025-12-28 17:49:28,10.43,card,completed
61783,1,2025-12-28 12:56:58,10.97,card,completed
61784,3,2025-12-28 17:03:50,10.11,applepay,completed
61785,1,2025-12-28 12:54:14,5.44,card,completed
61786,3,2025-12-28 13:21:37,4.43,card,completed
61787,3,2025-12-28 22:12:16,5.45,card,completed
61788,4,2025-12-28 16:32:46,6.00,card,completed
61789,3,2025-12-28 15:16:58,0.70,applepay,completed
61790,4,2025-12-28 19:10:05,5.57,applepay,completed
61791,2,2025-12-28 17:51:36,10.33,card,completed
61792,1,2025-12-28 18:49:59,21.60,cash,completed
61793,4,2025-12-28 15:23:01,11.13,card,completed
61794,4,2025-12-28 21:15:07,17.12,card,completed
61795,3,2025-12-28 19:40:17,11.16,card,completed
61796,2,2025-12-28 13:23:35,10.69,card,completed
61797,1,2025-12-28 21:46:17,21.24,cash,completed
61798,4,2025-12-28 21:55:31,11.14,applepay,completed
61799,4,2025-12-28 15:01:44,22.26,card,completed
61800,1,2025-12-28 11:47:22,5.27,card,completed
61801,4,2025-12-28 20:47:20,6.24,card,completed
61802,1,2025-12-28 11:24:29,6.27,card,completed
61803,2,2025-12-28 12:27:23,11.27,card,completed
61804,4,2025-12-28 19:07:13,16.03,card,completed
61805,3,2025-12-28 15:36:32,5.79,applepay,completed
61806,3,2025-12-28 20:28:13,4.85,card,completed
61807,2,2025-12-28 20:15:42,5.76,card,completed
61808,3,2025-12-28 21:38:00,15.11,card,completed
61809,3,2025-12-28 15:16:38,5.52,card,completed
61810,3,2025-12-28 18:38:27,11.06,applepay,completed
61811,1,2025-12-28 13:18:14,14.44,card,completed
61812,3,2025-12-28 17:21:41,0.66,applepay,completed
61813,2,2025-12-28 15:09:13,5.40,card,completed
61814,4,2025-12-28 13:10:11,5.19,card,completed
61815,1,2025-12-28 20:10:53,12.03,card,completed
61816,4,2025-12-28 13:31:17,5.51,card,completed
61817,3,2025-12-28 13:44:50,4.81,cash,completed
61818,3,2025-12-28 15:20:14,5.46,card,completed
61819,4,2025-12-28 11:25:01,5.28,card,completed
61820,4,2025-12-28 17:58:52,4.85,card,completed
61821,3,2025-12-28 13:23:46,4.99,card,completed
61822,4,2025-12-28 13:30:35,17.74,card,completed
61823,1,2025-12-28 15:41:01,5.18,card,completed
61824,2,2025-12-28 17:04:39,15.40,card,completed
61825,2,2025-12-28 17:37:09,21.36,card,completed
61826,4,2025-12-28 16:33:21,15.39,card,completed
61827,1,2025-12-28 15:53:39,5.93,card,completed
61828,4,2025-12-28 15:02:13,5.40,applepay,completed
61829,2,2025-12-28 18:42:19,10.90,card,completed
61830,1,2025-12-28 19:24:52,11.55,cash,completed
61831,4,2025-12-28 12:17:37,5.41,applepay,completed
61832,2,2025-12-28 14:05:33,4.59,card,completed
61833,4,2025-12-28 20:00:16,12.08,card,completed
61834,1,2025-12-28 13:56:04,5.13,card,completed
61835,1,2025-12-28 16:58:54,20.36,card,completed
61836,3,2025-12-28 19:50:53,10.68,cash,completed
61837,1,2025-12-28 14:22:07,4.40,card,completed
61838,1,2025-12-28 20:51:11,21.44,card,completed
61839,3,2025-12-28 19:23:06,11.29,card,completed
61840,1,2025-12-28 12:13:56,5.29,card,completed
61841,2,2025-12-28 14:10:22,11.49,applepay,completed
61842,4,2025-12-28 18:30:56,10.03,applepay,completed
61843,2,2025-12-28 13:53:51,4.82,card,completed
61844,4,2025-12-28 17:56:39,10.44,card,completed
61845,4,2025-12-28 15:16:34,11.55,applepay,completed
61846,2,2025-12-28 11:34:15,15.76,card,completed
61847,4,2025-12-28 22:57:47,5.27,card,completed
61848,3,2025-12-28 12:01:05,20.91,cash,completed
61849,1,2025-12-28 16:41:10,20.96,applepay,completed
61850,2,2025-12-28 17:42:25,5.50,card,completed
61851,2,2025-12-28 17:10:09,6.01,card,completed
61852,3,2025-12-28 20:23:08,4.90,card,completed
61853,3,2025-12-28 21:38:14,10.30,cash,completed
61854,4,2025-12-28 16:37:23,5.76,card,completed
61855,3,2025-12-28 19:00:02,4.74,card,completed
61856,3,2025-12-28 18:03:04,0.00,applepay,voided
61857,3,2025-12-28 17:42:37,10.63,card,completed
61858,4,2025-12-28 12:49:14,11.08,card,completed
61859,3,2025-12-28 13:27:18,10.52,applepay,completed
61860,3,2025-12-28 21:27:30,13.40,card,completed
61861,4,2025-12-28 18:33:09,10.83,cash,completed
61862,3,2025-12-28 17:00:23,27.96,card,completed
61863,1,2025-12-28 12:08:39,5.08,card,completed
61864,2,2025-12-28 13:20:39,15.77,card,completed
61865,1,2025-12-28 12:35:23,5.19,applepay,completed
61866,4,2025-12-28 17:16:45,10.65,applepay,completed
61867,3,2025-12-28 17:29:41,25.40,applepay,completed
61868,1,2025-12-28 15:20:01,10.73,card,completed
61869,4,2025-12-28 14:54:07,5.61,applepay,completed
61870,3,2025-12-28 20:24:13,5.13,applepay,completed
61871,3,2025-12-28 17:56:33,6.79,applepay,completed
61872,1,2025-12-28 16:23:30,5.18,cash,completed
61873,1,2025-12-28 20:22:52,10.49,card,completed
61874,3,2025-12-28 17:16:52,15.19,cash,completed
61875,1,2025-12-28 21:30:15,0.00,card,voided
61876,2,2025-12-28 13:02:22,11.30,card,completed
61877,3,2025-12-28 19:11:28,6.02,applepay,completed
61878,1,2025-12-28 11:12:38,5.15,card,completed
61879,1,2025-12-28 13:36:19,0.70,card,completed
61880,4,2025-12-28 11:49:14,0.00,card,voided
61881,1,2025-12-28 15:43:46,10.81,card,completed
61882,3,2025-12-28 17:09:46,16.39,card,completed
61883,1,2025-12-28 21:58:11,16.92,card,completed
61884,3,2025-12-28 16:45:31,11.83,applepay,completed
61885,1,2025-12-28 20:32:42,6.50,card,completed
61886,4,2025-12-28 15:50:51,10.83,card,completed
61887,2,2025-12-28 16:09:58,14.55,card,completed
61888,2,2025-12-28 12:33:12,16.25,card,completed
61889,3,2025-12-28 15:15:54,4.61,card,completed
61890,4,2025-12-28 19:39:03,5.43,card,completed
61891,4,2025-12-28 20:39:07,4.86,card,completed
61892,2,2025-12-28 19:26:03,10.81,card,completed
61893,1,2025-12-28 22:21:11,5.43,applepay,completed
61894,3,2025-12-28 17:37:13,10.54,applepay,completed
61895,3,2025-12-28 19:54:44,11.54,cash,completed
61896,4,2025-12-28 13:01:16,5.29,card,completed
61897,2,2025-12-28 15:31:05,0.70,card,completed
61898,3,2025-12-28 20:46:28,5.13,card,completed
61899,4,2025-12-28 16:26:06,10.65,card,completed
61900,4,2025-12-28 19:47:18,4.76,card,completed
61901,4,2025-12-28 13:49:20,0.67,card,completed
61902,3,2025-12-28 19:31:23,15.29,card,completed
61903,1,2025-12-28 16:08:44,6.18,card,completed
61904,4,2025-12-28 17:12:57,22.48,card,completed
61905,4,2025-12-28 15:46:56,5.51,card,completed
61906,4,2025-12-28 16:30:58,15.85,applepay,completed
61907,3,2025-12-28 12:58:34,10.24,cash,completed
61908,1,2025-12-28 13:17:35,10.71,card,completed
61909,3,2025-12-28 21:33:03,5.55,card,completed
61910,1,2025-12-28 20:02:30,5.57,card,completed
61911,2,2025-12-28 16:38:54,21.46,card,completed
61912,2,2025-12-28 13:16:36,5.50,card,completed
61913,3,2025-12-28 11:11:35,4.57,cash,completed
61914,1,2025-12-28 14:20:48,4.60,card,completed
61915,3,2025-12-28 14:20:59,11.79,card,completed
61916,2,2025-12-28 12:26:03,9.87,card,completed
61917,2,2025-12-28 19:01:35,20.16,applepay,completed
61918,4,2025-12-28 21:28:08,6.52,card,completed
61919,2,2025-12-28 16:12:48,10.80,card,completed
61920,1,2025-12-28 20:04:41,21.30,card,completed
61921,2,2025-12-28 15:51:05,9.52,applepay,completed
61922,3,2025-12-28 17:23:27,4.78,applepay,completed
61923,2,2025-12-28 20:39:06,21.60,card,completed
61924,2,2025-12-28 15:11:32,5.11,card,completed
61925,4,2025-12-28 13:33:41,4.62,applepay,completed
61926,2,2025-12-28 14:11:20,5.98,cash,completed
61927,2,2025-12-28 15:40:41,4.48,card,completed
61928,2,2025-12-28 19:36:29,0.67,card,completed
61929,4,2025-12-28 20:37:12,5.35,card,completed
61930,3,2025-12-28 12:45:17,5.09,cash,completed
61931,3,2025-12-28 13:51:22,5.35,applepay,completed
61932,3,2025-12-28 14:45:31,5.45,card,completed
61933,2,2025-12-28 14:17:05,6.21,card,completed
61934,2,2025-12-28 17:58:28,6.09,card,completed
61935,3,2025-12-28 16:43:10,16.34,cash,completed
61936,3,2025-12-28 13:45:15,11.07,card,completed
61937,1,2025-12-28 11:24:26,11.05,card,completed
61938,2,2025-12-28 21:38:59,16.36,card,completed
61939,1,2025-12-28 21:58:55,26.25,card,completed
61940,4,2025-12-28 20:03:48,11.08,cash,completed
61941,4,2025-12-28 12:58:46,4.45,card,completed
61942,1,2025-12-28 12:17:38,4.97,card,completed
61943,4,2025-12-28 14:31:59,5.52,applepay,completed
61944,2,2025-12-28 12:50:01,10.96,card,completed
61945,1,2025-12-28 17:20:53,11.74,applepay,completed
61946,4,2025-12-28 20:02:52,17.81,card,completed
61947,1,2025-12-28 19:37:07,11.35,cash,completed
61948,2,2025-12-28 20:41:43,25.64,card,completed
61949,2,2025-12-28 22:51:48,15.42,card,completed
61950,3,2025-12-28 15:17:44,21.47,card,completed
61951,3,2025-12-28 11:31:55,16.04,cash,completed
61952,3,2025-12-28 18:10:00,21.31,card,completed
61953,2,2025-12-28 16:20:32,16.56,applepay,completed
61954,4,2025-12-28 21:00:06,5.84,applepay,completed
61955,4,2025-12-28 19:08:23,5.80,card,completed
61956,1,2025-12-28 20:54:02,14.71,cash,completed
61957,4,2025-12-28 17:02:07,5.44,applepay,completed
61958,3,2025-12-28 17:25:01,16.77,card,completed
61959,3,2025-12-28 13:13:49,10.53,applepay,completed
61960,4,2025-12-28 16:25:55,4.89,applepay,completed
61961,4,2025-12-28 17:40:05,6.51,card,completed
61962,3,2025-12-28 19:37:01,15.88,card,completed
61963,3,2025-12-28 18:55:26,11.25,card,completed
61964,3,2025-12-28 20:40:07,9.63,cash,completed
61965,3,2025-12-28 18:41:47,19.12,card,completed
61966,2,2025-12-28 22:38:21,21.84,applepay,completed
61967,2,2025-12-28 15:02:37,0.00,card,voided
61968,3,2025-12-28 14:06:57,5.23,card,completed
61969,2,2025-12-28 19:08:20,4.75,card,completed
61970,4,2025-12-28 13:02:10,11.11,cash,completed
61971,1,2025-12-28 18:04:11,10.26,applepay,completed
61972,1,2025-12-28 21:56:00,10.74,card,completed
61973,3,2025-12-28 17:17:16,6.46,card,completed
61974,2,2025-12-28 18:37:49,0.00,card,voided
61975,2,2025-12-28 12:49:29,4.50,applepay,completed
61976,1,2025-12-28 12:10:10,10.23,card,completed
61977,3,2025-12-28 18:29:28,9.06,card,completed
61978,1,2025-12-28 16:16:56,10.22,card,completed
61979,1,2025-12-28 13:28:01,17.19,card,completed
61980,3,2025-12-28 15:35:35,9.96,applepay,completed
61981,3,2025-12-28 17:17:40,5.58,applepay,completed
61982,1,2025-12-28 18:45:00,10.09,card,completed
61983,1,2025-12-28 17:06:30,11.21,card,completed
61984,3,2025-12-28 11:28:55,5.33,card,completed
61985,4,2025-12-28 14:16:58,16.61,card,completed
61986,1,2025-12-28 14:13:31,15.99,card,completed
61987,3,2025-12-28 19:17:12,17.21,applepay,completed
61988,4,2025-12-28 11:40:24,10.01,applepay,completed
61989,4,2025-12-28 18:06:26,5.88,card,completed
61990,2,2025-12-28 20:38:39,11.48,card,completed
61991,2,2025-12-28 12:09:48,5.30,card,completed
61992,4,2025-12-28 22:24:49,4.42,card,completed
61993,3,2025-12-28 13:04:28,4.46,card,completed
61994,1,2025-12-28 21:52:24,27.21,card,completed
61995,1,2025-12-28 12:20:29,11.36,card,completed
61996,4,2025-12-28 20:48:09,6.18,cash,completed
61997,2,2025-12-28 22:20:14,10.35,card,completed
61998,1,2025-12-28 16:09:38,10.78,card,completed
61999,1,2025-12-28 19:13:22,10.60,card,completed
62000,2,2025-12-28 20:56:42,14.81,card,completed
62001,3,2025-12-28 17:54:10,11.03,card,completed
62002,2,2025-12-28 14:33:41,0.67,card,completed
62003,2,2025-12-28 19:41:33,5.21,cash,completed
62004,2,2025-12-28 17:56:02,0.66,card,completed
62005,4,2025-12-28 16:08:34,6.67,card,completed
62006,1,2025-12-28 11:31:09,5.89,applepay,completed
62007,1,2025-12-28 18:57:22,5.99,card,completed
62008,4,2025-12-28 19:49:56,5.23,card,completed
62009,4,2025-12-28 13:12:25,5.51,card,completed
62010,3,2025-12-28 15:41:55,6.18,card,completed
62011,3,2025-12-28 11:48:55,11.81,card,completed
62012,2,2025-12-28 17:48:23,5.13,card,completed
62013,2,2025-12-28 16:24:47,9.98,card,completed
62014,3,2025-12-28 16:45:33,10.02,card,completed
62015,4,2025-12-28 16:29:49,5.33,card,completed
62016,2,2025-12-28 11:41:40,5.86,card,completed
62017,1,2025-12-28 17:12:14,0.68,card,completed
62018,2,2025-12-28 17:59:15,11.15,applepay,completed
62019,2,2025-12-28 15:10:39,10.59,card,completed
62020,1,2025-12-28 20:15:10,4.88,card,completed
62021,3,2025-12-28 17:26:04,15.50,applepay,completed
62022,2,2025-12-28 18:06:12,5.32,applepay,completed
62023,3,2025-12-28 20:17:21,4.86,applepay,completed
62024,2,2025-12-28 21:17:39,15.33,card,completed
62025,2,2025-12-28 18:48:21,6.05,applepay,completed
62026,4,2025-12-28 19:55:48,11.40,card,completed
62027,1,2025-12-28 16:52:28,5.78,card,completed
62028,1,2025-12-28 13:00:05,22.67,card,completed
62029,2,2025-12-28 19:20:39,11.16,cash,completed
62030,2,2025-12-28 18:58:11,5.29,cash,completed
62031,3,2025-12-28 12:59:06,5.25,card,completed
62032,2,2025-12-28 21:03:13,20.51,card,completed
62033,4,2025-12-28 21:26:38,9.91,card,completed
62034,2,2025-12-28 13:07:27,25.65,card,completed
62035,3,2025-12-28 18:34:37,20.68,card,completed
62036,4,2025-12-28 17:20:38,5.36,applepay,completed
62037,4,2025-12-28 16:20:01,26.97,card,completed
62038,3,2025-12-28 20:30:39,5.77,card,completed
62039,2,2025-12-28 20:10:17,5.21,card,completed
62040,2,2025-12-28 12:05:17,21.80,card,completed
62041,1,2025-12-28 11:59:48,10.88,applepay,completed
62042,3,2025-12-28 14:31:23,5.58,card,completed
62043,4,2025-12-28 17:58:58,19.95,card,completed
62044,4,2025-12-28 18:32:11,5.55,card,completed
62045,4,2025-12-28 13:22:28,17.34,card,completed
62046,3,2025-12-28 14:40:08,5.79,applepay,completed
62047,2,2025-12-28 19:40:32,9.54,card,completed
62048,2,2025-12-28 19:46:20,4.84,card,completed
62049,2,2025-12-28 13:32:00,11.07,applepay,completed
62050,4,2025-12-28 15:38:41,22.47,card,completed
62051,3,2025-12-28 18:21:23,5.61,card,completed
62052,3,2025-12-28 14:50:36,10.09,cash,completed
62053,2,2025-12-28 12:36:39,11.49,card,completed
62054,2,2025-12-28 11:19:07,10.06,card,completed
62055,3,2025-12-28 14:10:34,5.77,card,completed
62056,3,2025-12-28 22:28:21,20.95,card,completed
62057,4,2025-12-28 18:39:18,16.63,cash,completed
62058,4,2025-12-28 19:38:37,5.46,card,completed
62059,1,2025-12-28 20:08:38,16.15,card,completed
62060,1,2025-12-28 13:45:25,10.59,card,completed
62061,4,2025-12-28 19:56:18,5.86,cash,completed
62062,3,2025-12-28 17:56:50,11.03,card,completed
62063,1,2025-12-28 13:11:09,11.48,applepay,completed
62064,4,2025-12-28 22:45:54,4.55,card,completed
62065,3,2025-12-28 11:22:05,15.67,card,completed
62066,2,2025-12-28 22:59:33,5.11,card,completed
62067,2,2025-12-28 18:20:07,16.64,card,completed
62068,3,2025-12-28 17:58:29,0.00,card,voided
62069,1,2025-12-28 18:48:05,4.97,cash,completed
62070,1,2025-12-28 14:52:47,5.09,card,completed
62071,4,2025-12-28 21:55:17,15.41,card,completed
62072,1,2025-12-28 20:13:52,21.71,card,completed
62073,3,2025-12-28 22:31:24,5.93,applepay,completed
62074,4,2025-12-28 17:02:12,14.99,card,completed
62075,2,2025-12-28 21:05:50,5.43,card,completed
62076,4,2025-12-28 22:32:00,10.72,card,completed
62077,3,2025-12-28 17:09:45,15.14,card,completed
62078,2,2025-12-28 11:01:54,6.17,card,completed
62079,3,2025-12-28 14:01:16,5.25,card,completed
62080,3,2025-12-28 18:54:49,15.47,card,completed
62081,4,2025-12-28 17:29:38,10.81,card,completed
62082,1,2025-12-28 19:15:17,11.37,card,completed
62083,3,2025-12-29 12:44:17,5.46,card,completed
62084,1,2025-12-29 18:52:26,15.70,applepay,completed
62085,4,2025-12-29 21:45:13,5.51,card,completed
62086,4,2025-12-29 20:23:25,6.00,applepay,completed
62087,3,2025-12-29 15:27:42,5.34,card,completed
62088,3,2025-12-29 20:15:25,15.37,card,completed
62089,1,2025-12-29 19:43:30,5.33,card,completed
62090,4,2025-12-29 22:17:32,15.97,card,completed
62091,1,2025-12-29 15:27:25,14.83,card,completed
62092,1,2025-12-29 18:40:50,11.52,card,completed
62093,1,2025-12-29 22:08:16,5.36,card,completed
62094,2,2025-12-29 21:08:26,5.10,card,completed
62095,1,2025-12-29 21:39:32,5.35,cash,completed
62096,2,2025-12-29 16:47:51,5.90,card,completed
62097,1,2025-12-29 22:32:05,5.30,card,completed
62098,4,2025-12-29 19:01:16,10.28,applepay,completed
62099,1,2025-12-29 14:41:46,10.18,card,completed
62100,4,2025-12-29 17:26:16,15.67,card,completed
62101,2,2025-12-29 19:36:01,4.86,applepay,completed
62102,1,2025-12-29 15:19:57,5.95,card,completed
62103,3,2025-12-29 17:24:18,11.31,card,completed
62104,1,2025-12-29 19:02:26,10.71,applepay,completed
62105,1,2025-12-29 18:18:03,14.61,card,completed
62106,2,2025-12-29 16:28:35,16.01,card,completed
