transactionitemid,transactionid,productid,quantity,unitprice
140623,75794,4,1,6.02
140624,75795,1,1,4.85
140625,75795,8,1,4.93
140626,75796,1,1,5.02
140627,75796,14,1,5.26
140628,75796,5,2,5.50
140629,75797,8,2,4.69
140630,75797,4,1,5.74
140631,75798,2,1,5.30
140632,75799,2,2,5.36
140633,75800,4,1,5.89
140634,75800,2,1,5.36
140635,75801,8,1,4.83
140636,75802,12,1,5.22
140637,75803,8,1,4.82
140638,75804,5,1,5.32
140639,75804,1,1,4.91
140640,75804,16,1,0.70
140641,75805,4,1,5.78
140642,75806,4,2,5.77
140643,75806,16,1,0.66
140644,75807,11,2,5.18
140645,75808,7,2,4.57
140646,75808,11,1,5.15
140647,75808,7,1,4.52
140648,75808,16,1,0.66
140649,75809,3,1,5.51
140650,75810,5,1,5.50
140651,75811,1,1,5.11
140652,75812,14,1,5.31
140653,75813,1,1,5.01
140654,75814,7,1,4.39
140655,75814,1,1,4.92
140656,75814,1,1,5.12
140657,75814,2,1,5.53
140658,75814,16,1,0.70
140659,75815,1,1,4.95
140660,75815,6,1,4.86
140661,75815,16,1,0.66
140662,75817,10,1,5.28
140663,75818,13,1,5.72
140664,75818,16,1,0.68
140665,75819,2,1,5.59
140666,75820,14,1,5.34
140667,75820,2,1,5.47
140668,75821,1,1,4.85
140669,75821,3,2,5.38
140670,75821,5,1,5.51
140671,75821,11,1,5.27
140672,75821,16,1,0.68
140673,75822,8,1,4.66
140674,75823,16,1,0.68
140675,75824,11,1,5.37
140676,75825,3,2,5.39
140677,75825,3,1,5.27
140678,75826,7,1,4.50
140679,75826,5,2,5.32
140680,75827,8,1,4.87
140681,75827,8,1,4.79
140682,75827,8,1,4.76
140683,75827,1,2,4.94
140684,75827,16,1,0.69
140685,75828,12,1,5.33
140686,75829,11,1,5.39
140687,75829,11,1,5.25
140688,75830,10,1,5.12
140689,75831,12,1,5.32
140690,75831,3,1,5.35
140691,75831,7,1,4.56
140692,75832,16,1,0.69
140693,75832,16,1,0.66
140694,75833,14,1,5.51
140695,75833,16,1,0.68
140696,75834,1,1,5.11
140697,75835,12,1,5.32
140698,75836,1,1,4.86
140699,75837,4,1,5.84
140700,75838,12,2,5.36
140701,75839,3,2,5.32
140702,75840,13,2,5.94
140703,75841,6,2,4.71
140704,75842,1,1,4.88
140705,75842,5,1,5.28
140706,75842,15,2,5.10
140707,75842,12,1,5.16
140708,75843,3,1,5.38
140709,75844,12,1,5.32
140710,75844,3,1,5.57
140711,75845,9,2,5.23
140712,75845,6,1,4.84
140713,75846,15,2,5.32
140714,75847,12,2,5.36
140715,75847,16,1,0.68
140716,75848,15,1,5.36
140717,75849,5,2,5.32
140718,75849,1,2,4.84
140719,75850,10,1,5.22
140720,75850,2,1,5.55
140721,75850,11,1,5.13
140722,75851,11,1,5.20
140723,75852,16,1,0.70
140724,75852,14,1,5.53
140725,75852,6,2,4.65
140726,75853,10,2,5.13
140727,75853,4,1,5.77
140728,75853,13,1,6.01
140729,75853,9,2,5.25
140730,75854,1,1,5.00
140731,75855,4,1,5.91
140732,75855,14,1,5.47
140733,75855,12,1,5.17
140734,75856,4,1,6.02
140735,75857,2,1,5.45
140736,75857,7,1,4.39
140737,75858,1,1,4.90
140738,75858,2,1,5.49
140739,75858,1,1,5.11
140740,75859,16,1,0.66
140741,75859,4,1,5.86
140742,75859,12,2,5.10
140743,75859,16,1,0.69
140744,75860,4,1,5.95
140745,75861,3,2,5.30
140746,75861,11,1,5.25
140747,75861,12,2,5.40
140748,75861,13,1,5.70
140749,75862,12,1,5.13
140750,75862,8,1,4.70
140751,75862,9,1,5.30
140752,75862,16,1,0.66
140753,75863,1,1,4.97
140754,75864,13,1,5.78
140755,75864,10,1,5.19
140756,75864,2,1,5.29
140757,75865,2,2,5.52
140758,75865,15,1,5.26
140759,75865,13,1,6.04
140760,75865,3,1,5.30
140761,75866,5,1,5.58
140762,75866,1,1,4.95
140763,75867,2,1,5.27
140764,75867,8,1,4.69
140765,75867,6,1,4.84
140766,75868,16,1,0.69
140767,75869,11,1,5.10
140768,75869,1,1,5.08
140769,75869,14,1,5.51
140770,75869,16,1,0.69
140771,75870,13,2,5.98
140772,75871,11,1,5.26
140773,75871,16,1,0.66
140774,75872,16,1,0.70
140775,75872,16,1,0.67
140776,75873,5,1,5.55
140777,75873,2,1,5.39
140778,75874,4,2,5.75
140779,75874,16,1,0.68
140780,75875,15,1,5.38
140781,75875,2,1,5.52
140782,75876,12,1,5.39
140783,75876,12,1,5.35
140784,75877,5,1,5.29
140785,75877,4,1,5.78
140786,75877,14,1,5.36
140787,75877,16,1,0.68
140788,75878,14,1,5.29
140789,75878,5,2,5.32
140790,75878,6,1,4.93
140791,75879,6,2,4.92
140792,75879,6,1,4.85
140793,75879,11,1,5.28
140794,75879,16,1,0.66
140795,75880,11,1,5.32
140796,75880,16,1,0.68
140797,75881,12,1,5.29
140798,75881,16,1,0.66
140799,75882,12,1,5.20
140800,75882,3,1,5.28
140801,75882,2,1,5.42
140802,75882,1,1,5.03
140803,75882,16,1,0.68
140804,75883,12,2,5.28
140805,75883,16,1,0.68
140806,75884,6,1,4.77
140807,75884,5,2,5.41
140808,75885,2,1,5.31
140809,75886,14,2,5.57
140810,75887,7,1,4.60
140811,75888,1,1,4.98
140812,75888,7,1,4.40
140813,75889,13,1,6.02
140814,75889,8,2,4.93
140815,75890,9,1,5.30
140816,75890,3,1,5.33
140817,75890,6,1,4.74
140818,75891,1,1,4.84
140819,75891,2,1,5.27
140820,75891,16,1,0.70
140821,75892,9,1,5.15
140822,75892,16,1,0.67
140823,75893,3,1,5.44
140824,75893,5,1,5.55
140825,75894,15,2,5.25
140826,75895,11,1,5.11
140827,75896,15,1,5.31
140828,75896,4,1,6.02
140829,75896,9,1,5.19
140830,75897,11,1,5.37
140831,75898,16,1,0.66
140832,75898,2,1,5.28
140833,75899,1,1,4.92
140834,75900,9,1,5.22
140835,75900,6,1,4.80
140836,75901,9,1,5.24
140837,75901,15,2,5.16
140838,75901,16,1,0.68
140839,75902,14,1,5.38
140840,75902,2,2,5.33
140841,75903,14,1,5.31
140842,75903,3,2,5.55
140843,75903,6,2,4.77
140844,75904,2,1,5.46
140845,75905,2,1,5.47
140846,75906,12,1,5.18
140847,75906,16,1,0.68
140848,75907,10,1,5.13
140849,75907,16,1,0.68
140850,75908,15,1,5.36
140851,75908,16,1,0.66
140852,75909,16,1,0.67
140853,75910,10,1,5.20
140854,75910,6,1,4.83
140855,75910,3,1,5.42
140856,75911,3,1,5.43
140857,75911,1,1,4.85
140858,75911,16,1,0.68
140859,75912,10,1,5.22
140860,75912,4,2,5.80
140861,75913,1,1,5.06
140862,75914,5,2,5.31
140863,75915,9,1,5.20
140864,75916,10,1,5.15
140865,75917,9,1,5.24
140866,75917,3,2,5.36
140867,75918,3,1,5.33
140868,75918,1,1,4.90
140869,75919,4,1,5.76
140870,75919,10,1,5.20
140871,75920,3,1,5.34
140872,75921,4,1,5.73
140873,75921,10,1,5.25
140874,75922,16,1,0.70
140875,75923,14,1,5.54
140876,75923,13,1,5.79
140877,75923,8,1,4.74
140878,75924,1,1,4.99
140879,75924,1,1,5.01
140880,75924,14,1,5.31
140881,75924,11,1,5.30
140882,75925,1,1,5.05
140883,75926,7,2,4.41
140884,75927,1,1,4.87
140885,75927,16,1,0.68
140886,75928,14,1,5.59
140887,75929,3,1,5.45
140888,75930,3,1,5.28
140889,75930,12,1,5.21
140890,75930,3,1,5.49
140891,75930,11,1,5.13
140892,75931,5,1,5.39
140893,75931,3,1,5.50
140894,75932,12,1,5.32
140895,75933,1,1,4.85
140896,75934,3,1,5.48
140897,75934,2,1,5.41
140898,75935,14,1,5.52
140899,75935,1,1,4.91
140900,75935,2,1,5.32
140901,75935,16,1,0.66
140902,75936,2,1,5.57
140903,75937,12,1,5.11
140904,75938,9,1,5.11
140905,75938,16,1,0.68
140906,75939,1,1,4.92
140907,75940,7,1,4.64
140908,75941,6,1,4.74
140909,75942,15,1,5.15
140910,75943,5,1,5.42
140911,75944,1,1,4.92
140912,75944,16,1,0.67
140913,75945,13,1,5.86
140914,75946,1,1,4.95
140915,75946,9,1,5.26
140916,75946,5,1,5.50
140917,75947,4,1,5.78
140918,75947,13,1,5.72
140919,75947,16,1,0.66
140920,75948,3,1,5.30
140921,75948,4,1,5.86
140922,75948,12,1,5.16
140923,75948,8,1,4.81
140924,75949,12,1,5.23
140925,75950,5,1,5.32
140926,75950,16,1,0.69
140927,75951,9,1,5.20
140928,75952,1,1,4.92
140929,75952,8,1,4.73
140930,75953,4,2,5.83
140931,75953,16,1,0.67
140932,75954,16,1,0.66
140933,75954,12,2,5.22
140934,75955,1,1,5.05
140935,75955,16,1,0.67
140936,75956,14,1,5.43
140937,75956,16,1,0.69
140938,75957,11,1,5.24
140939,75957,10,1,5.38
140940,75958,1,1,4.86
140941,75959,3,1,5.32
140942,75960,3,1,5.32
140943,75960,8,1,4.77
140944,75961,5,1,5.41
140945,75962,2,1,5.58
140946,75962,16,1,0.69
140947,75963,12,1,5.32
140948,75963,15,1,5.13
140949,75963,16,1,0.66
140950,75964,1,1,4.93
140951,75964,9,1,5.18
140952,75965,1,1,4.83
140953,75965,11,1,5.35
140954,75966,14,1,5.39
140955,75966,11,1,5.20
140956,75967,5,1,5.34
140957,75967,7,1,4.52
140958,75967,4,1,5.97
140959,75968,8,1,4.72
140960,75968,10,1,5.16
140961,75968,16,1,0.70
140962,75969,2,1,5.35
140963,75969,12,1,5.13
140964,75970,3,1,5.54
140965,75970,14,1,5.41
140966,75971,5,1,5.46
140967,75971,4,1,5.73
140968,75971,16,1,0.70
140969,75972,5,2,5.54
140970,75972,5,1,5.41
140971,75973,2,1,5.52
140972,75973,11,1,5.10
140973,75973,2,1,5.27
140974,75973,16,1,0.67
140975,75974,1,1,4.92
140976,75974,10,1,5.21
140977,75974,11,1,5.30
140978,75974,14,1,5.47
140979,75975,6,1,4.84
140980,75976,11,1,5.21
140981,75976,9,1,5.13
140982,75976,5,1,5.38
140983,75976,16,1,0.70
140984,75977,5,1,5.30
140985,75977,16,2,0.70
140986,75978,10,1,5.32
140987,75979,1,1,4.87
140988,75979,16,1,0.68
140989,75980,10,1,5.29
140990,75980,15,1,5.39
140991,75981,5,1,5.48
140992,75982,9,1,5.36
140993,75983,12,1,5.25
140994,75983,16,1,0.67
140995,75984,16,1,0.69
140996,75984,5,1,5.51
140997,75985,4,1,5.96
140998,75986,3,1,5.57
140999,75986,9,1,5.19
141000,75987,13,1,5.70
141001,75988,1,2,4.84
141002,75988,13,1,5.92
141003,75988,15,2,5.36
141004,75989,2,1,5.56
141005,75989,2,1,5.58
141006,75989,16,1,0.69
141007,75990,7,2,4.46
141008,75990,12,1,5.12
141009,75991,12,1,5.34
141010,75992,5,1,5.29
141011,75992,14,1,5.34
141012,75992,9,2,5.33
141013,75992,9,1,5.33
141014,75993,7,1,4.43
141015,75994,11,1,5.28
141016,75994,14,1,5.30
141017,75994,12,1,5.36
141018,75994,5,2,5.54
141019,75995,14,2,5.30
141020,75996,2,1,5.28
141021,75997,1,1,4.94
141022,75998,5,1,5.53
141023,75998,1,1,4.90
141024,75998,2,2,5.50
141025,75998,16,1,0.66
141026,76000,9,2,5.10
141027,76000,10,1,5.13
141028,76000,15,1,5.24
141029,76000,16,1,0.66
141030,76001,3,1,5.59
141031,76001,3,2,5.56
141032,76002,15,1,5.12
141033,76002,16,1,0.66
141034,76003,13,1,5.94
141035,76003,2,1,5.47
141036,76003,6,1,4.75
141037,76004,10,1,5.16
141038,76004,1,1,5.08
141039,76005,11,1,5.14
141040,76005,9,1,5.23
141041,76005,2,1,5.48
141042,76005,10,1,5.16
141043,76006,3,1,5.45
141044,76007,14,1,5.39
141045,76008,8,1,4.88
141046,76009,12,1,5.31
141047,76009,10,1,5.29
141048,76009,10,2,5.15
141049,76010,3,1,5.46
141050,76010,7,1,4.38
141051,76010,7,2,4.39
141052,76011,2,1,5.41
141053,76011,3,1,5.35
141054,76011,2,1,5.45
141055,76011,10,2,5.29
141056,76011,16,1,0.67
141057,76012,6,1,4.91
141058,76012,13,1,5.70
141059,76013,3,1,5.32
141060,76013,1,1,4.84
141061,76014,1,1,4.97
141062,76015,8,1,4.84
141063,76015,7,1,4.39
141064,76016,2,1,5.44
141065,76016,9,1,5.34
141066,76016,13,1,5.86
141067,76017,8,2,4.85
141068,76017,3,1,5.50
141069,76018,5,1,5.47
141070,76018,2,1,5.33
141071,76018,1,1,4.87
141072,76018,1,1,4.95
141073,76019,10,1,5.19
141074,76019,12,1,5.19
141075,76019,2,1,5.29
141076,76019,16,1,0.68
141077,76020,14,1,5.43
141078,76021,11,1,5.17
141079,76021,16,1,0.67
141080,76022,15,1,5.20
141081,76022,6,1,4.69
141082,76022,12,2,5.11
141083,76023,12,1,5.10
141084,76023,6,1,4.71
141085,76024,16,1,0.69
141086,76024,5,1,5.38
141087,76024,4,1,5.84
141088,76024,3,1,5.41
141089,76024,16,1,0.70
141090,76025,7,1,4.38
141091,76025,2,1,5.29
141092,76025,16,1,0.67
141093,76026,9,1,5.12
141094,76027,1,2,4.84
141095,76027,10,1,5.22
141096,76027,14,1,5.59
141097,76028,5,1,5.53
141098,76029,12,1,5.34
141099,76030,8,1,4.81
141100,76030,2,2,5.41
141101,76030,5,1,5.48
141102,76031,10,1,5.11
141103,76031,11,1,5.23
141104,76032,11,1,5.28
141105,76032,14,1,5.40
141106,76033,4,1,5.94
141107,76034,11,2,5.19
141108,76035,2,1,5.42
141109,76035,2,1,5.41
141110,76035,3,1,5.47
141111,76035,9,1,5.22
141112,76036,1,1,4.94
141113,76036,16,1,0.67
141114,76037,1,1,4.98
141115,76038,6,2,4.70
141116,76039,6,1,4.78
141117,76040,3,1,5.34
141118,76040,4,1,5.78
141119,76041,3,1,5.46
141120,76042,7,1,4.50
141121,76043,1,1,5.02
141122,76044,9,1,5.09
141123,76044,5,2,5.26
141124,76044,10,1,5.13
141125,76045,3,1,5.51
141126,76046,8,1,4.83
141127,76047,2,1,5.40
141128,76047,8,1,4.65
141129,76047,11,1,5.16
141130,76047,9,1,5.37
141131,76048,4,1,5.80
141132,76049,1,2,5.03
141133,76050,2,1,5.59
141134,76051,1,2,5.01
141135,76052,9,1,5.36
141136,76053,6,1,4.84
141137,76053,9,1,5.11
141138,76053,11,1,5.39
141139,76053,5,1,5.39
141140,76054,1,1,5.08
141141,76054,5,1,5.43
141142,76054,16,1,0.69
141143,76055,15,1,5.33
141144,76055,13,1,5.90
141145,76055,15,1,5.12
141146,76055,16,1,0.70
141147,76056,1,1,5.06
141148,76056,6,1,4.85
141149,76056,16,1,0.70
141150,76057,15,1,5.13
141151,76058,10,1,5.16
141152,76058,4,1,5.81
141153,76059,8,2,4.77
141154,76059,10,1,5.21
141155,76059,12,1,5.33
141156,76060,13,1,5.82
141157,76061,13,1,5.78
141158,76061,16,1,0.67
141159,76062,2,2,5.32
141160,76062,6,2,4.93
141161,76063,13,1,5.89
141162,76063,16,1,0.66
141163,76064,14,1,5.51
141164,76064,16,1,0.69
141165,76065,5,1,5.54
141166,76066,10,2,5.38
141167,76066,2,2,5.48
141168,76066,7,1,4.62
141169,76067,1,1,4.86
141170,76067,7,1,4.63
141171,76067,1,1,5.00
141172,76067,15,1,5.26
141173,76068,9,2,5.27
141174,76069,2,2,5.43
141175,76070,1,1,5.03
141176,76071,11,1,5.34
141177,76071,6,1,4.94
141178,76071,1,1,4.99
141179,76071,16,1,0.66
141180,76072,11,2,5.17
141181,76072,4,1,5.86
141182,76072,8,1,4.84
141183,76072,16,1,0.67
141184,76073,16,1,0.66
141185,76073,7,1,4.65
141186,76074,2,1,5.32
141187,76075,2,1,5.51
141188,76075,10,1,5.20
141189,76076,4,1,6.02
141190,76076,10,1,5.31
141191,76077,3,1,5.59
141192,76078,4,1,6.04
141193,76079,1,1,4.84
141194,76079,15,2,5.31
141195,76079,8,1,4.92
141196,76080,6,1,4.80
141197,76081,1,1,5.04
141198,76082,12,1,5.31
141199,76083,2,2,5.36
141200,76083,13,1,5.72
141201,76083,6,1,4.79
141202,76084,1,2,4.97
141203,76084,16,1,0.66
141204,76085,13,1,5.87
141205,76086,3,2,5.53
141206,76086,2,1,5.48
141207,76087,9,1,5.35
141208,76087,4,1,5.89
141209,76087,1,1,4.94
141210,76088,1,1,5.05
141211,76089,3,1,5.35
141212,76089,14,1,5.56
141213,76090,1,1,5.03
141214,76091,2,1,5.34
141215,76091,9,1,5.31
141216,76092,9,1,5.17
141217,76092,6,1,4.84
141218,76092,8,1,4.90
141219,76093,12,1,5.16
141220,76094,1,1,4.83
141221,76095,2,1,5.58
141222,76095,15,2,5.32
141223,76095,10,1,5.39
141224,76095,16,1,0.67
141225,76096,7,2,4.55
141226,76096,16,1,0.69
141227,76097,2,1,5.26
141228,76098,2,2,5.40
141229,76098,5,1,5.51
141230,76098,9,1,5.22
141231,76098,12,1,5.21
141232,76099,2,1,5.35
141233,76099,2,1,5.54
141234,76099,9,1,5.38
141235,76099,5,1,5.27
141236,76100,3,1,5.37
141237,76100,13,1,5.98
141238,76101,3,1,5.32
141239,76101,8,1,4.74
141240,76102,11,1,5.23
141241,76102,8,1,4.72
141242,76102,15,1,5.13
141243,76103,5,1,5.52
141244,76103,16,1,0.70
141245,76104,12,1,5.13
141246,76104,12,1,5.16
141247,76104,13,1,5.76
141248,76104,16,1,0.69
141249,76105,2,1,5.40
141250,76105,16,1,0.66
141251,76106,16,1,0.68
141252,76107,6,2,4.65
141253,76107,12,1,5.25
141254,76107,2,1,5.53
141255,76108,6,1,4.72
141256,76109,6,2,4.78
141257,76109,16,1,0.70
141258,76110,10,1,5.35
141259,76110,16,1,0.67
141260,76111,5,1,5.49
141261,76112,7,2,4.47
141262,76112,16,1,0.66
141263,76113,1,1,5.05
141264,76113,12,1,5.33
141265,76113,5,1,5.38
141266,76114,4,1,5.79
141267,76114,12,1,5.09
141268,76115,7,1,4.42
141269,76115,3,2,5.33
141270,76116,10,1,5.16
141271,76117,15,1,5.26
141272,76118,8,2,4.79
141273,76119,10,1,5.22
141274,76119,15,1,5.36
141275,76120,14,1,5.49
141276,76121,12,1,5.33
141277,76121,9,1,5.11
141278,76121,9,2,5.31
141279,76122,6,1,4.93
141280,76122,13,1,5.96
141281,76122,16,1,0.69
141282,76123,8,1,4.70
141283,76124,16,1,0.66
141284,76124,9,1,5.39
141285,76125,1,1,4.94
141286,76126,8,1,4.83
141287,76126,16,1,0.67
141288,76127,1,2,4.83
141289,76127,6,1,4.91
141290,76128,15,1,5.29
141291,76128,16,1,0.68
141292,76129,14,2,5.32
141293,76130,10,1,5.15
141294,76131,12,1,5.30
141295,76132,6,2,4.77
141296,76132,14,1,5.40
141297,76132,2,1,5.37
141298,76133,11,2,5.09
141299,76134,10,1,5.17
141300,76135,6,1,4.74
141301,76136,13,1,5.83
141302,76136,2,1,5.48
141303,76137,12,1,5.15
141304,76137,5,1,5.48
141305,76138,2,1,5.45
141306,76139,12,1,5.16
141307,76139,16,1,0.70
141308,76140,12,1,5.33
141309,76140,16,1,0.66
141310,76141,11,1,5.12
141311,76141,10,1,5.13
141312,76141,9,1,5.27
141313,76142,10,1,5.28
141314,76143,14,1,5.48
141315,76143,4,2,5.94
141316,76144,2,1,5.40
141317,76144,2,1,5.53
141318,76144,5,1,5.45
141319,76145,10,1,5.33
141320,76145,4,1,5.72
141321,76145,16,1,0.70
141322,76146,10,2,5.26
141323,76146,14,1,5.35
141324,76146,2,1,5.31
141325,76146,2,1,5.54
141326,76147,11,1,5.18
141327,76147,1,2,4.95
141328,76148,11,1,5.27
141329,76149,3,1,5.38
141330,76149,16,1,0.67
141331,76150,16,1,0.70
141332,76150,14,1,5.43
141333,76151,9,1,5.22
141334,76151,1,2,5.08
141335,76152,2,1,5.50
141336,76153,11,2,5.34
141337,76153,13,1,5.91
141338,76154,13,1,5.82
141339,76154,7,1,4.65
141340,76154,8,1,4.65
141341,76155,6,1,4.92
141342,76155,16,1,0.70
141343,76156,9,1,5.28
141344,76156,9,1,5.17
141345,76156,16,1,0.68
141346,76157,1,1,4.86
141347,76157,6,1,4.78
141348,76157,4,1,5.89
141349,76157,2,2,5.33
141350,76158,14,1,5.46
141351,76158,14,1,5.58
141352,76158,3,2,5.37
141353,76159,11,1,5.23
141354,76160,14,1,5.50
141355,76160,7,1,4.61
141356,76161,12,2,5.19
141357,76162,1,1,5.01
141358,76163,16,1,0.70
141359,76163,1,1,5.02
141360,76163,1,1,5.10
141361,76164,10,1,5.22
141362,76165,3,2,5.40
141363,76165,5,1,5.49
141364,76165,11,1,5.22
141365,76166,6,1,4.77
141366,76166,1,1,4.96
141367,76167,4,1,5.75
141368,76168,11,1,5.11
141369,76169,9,1,5.11
141370,76169,1,2,4.99
141371,76170,8,1,4.77
141372,76171,11,1,5.13
141373,76172,2,2,5.35
141374,76172,2,1,5.31
141375,76173,3,1,5.37
141376,76174,1,1,4.87
141377,76174,4,1,5.89
141378,76174,4,1,6.04
141379,76175,5,1,5.51
141380,76176,3,1,5.39
141381,76177,13,1,5.85
141382,76177,11,1,5.15
141383,76178,9,1,5.22
141384,76179,11,1,5.32
141385,76179,2,1,5.33
141386,76179,16,1,0.68
141387,76180,16,2,0.67
141388,76181,15,2,5.25
141389,76181,12,1,5.38
141390,76181,16,1,0.66
141391,76182,4,1,5.99
141392,76182,1,1,5.00
141393,76183,12,1,5.32
141394,76183,16,1,0.68
141395,76184,7,1,4.59
141396,76184,3,1,5.34
141397,76185,2,1,5.40
141398,76185,16,1,0.67
141399,76186,9,1,5.33
141400,76186,12,1,5.19
141401,76186,2,1,5.53
141402,76187,5,2,5.40
141403,76187,10,1,5.12
141404,76187,6,1,4.89
141405,76188,12,2,5.32
141406,76188,12,1,5.16
141407,76189,1,1,4.83
141408,76189,14,1,5.39
141409,76189,6,1,4.84
141410,76190,1,1,5.12
141411,76190,5,2,5.55
141412,76190,10,1,5.40
141413,76191,12,1,5.09
141414,76192,2,2,5.27
141415,76192,10,1,5.22
141416,76193,6,1,4.91
141417,76194,13,1,5.87
141418,76195,11,1,5.21
141419,76195,3,1,5.28
141420,76195,1,1,5.03
141421,76196,5,1,5.43
141422,76197,14,1,5.46
141423,76197,9,1,5.22
141424,76197,16,1,0.69
141425,76198,4,2,5.78
141426,76199,10,1,5.13
141427,76199,11,1,5.27
141428,76199,2,1,5.50
141429,76200,11,1,5.36
141430,76200,16,1,0.69
141431,76201,7,1,4.51
141432,76202,14,1,5.51
141433,76202,8,1,4.79
141434,76202,3,1,5.52
141435,76203,5,2,5.35
141436,76204,11,1,5.17
141437,76205,2,1,5.51
141438,76206,4,1,6.05
141439,76207,12,1,5.36
141440,76207,8,1,4.66
141441,76208,10,1,5.35
141442,76209,9,1,5.31
141443,76209,6,1,4.74
141444,76209,16,1,0.70
141445,76211,5,1,5.39
141446,76212,2,1,5.27
141447,76212,1,1,4.96
141448,76212,6,1,4.89
141449,76213,3,1,5.43
141450,76213,5,1,5.26
141451,76214,2,1,5.38
141452,76215,10,1,5.23
141453,76215,2,1,5.56
141454,76216,15,2,5.17
141455,76216,16,1,0.66
141456,76217,8,1,4.88
141457,76217,16,1,0.68
141458,76218,3,1,5.30
141459,76218,6,1,4.74
141460,76219,13,1,5.84
141461,76220,4,1,5.92
141462,76220,9,1,5.12
141463,76220,1,1,5.07
141464,76221,2,1,5.51
141465,76221,14,1,5.51
141466,76221,16,1,0.69
141467,76222,5,2,5.27
141468,76222,5,1,5.44
141469,76222,1,1,5.03
141470,76222,16,1,0.66
141471,76223,4,1,5.85
141472,76224,11,1,5.09
141473,76224,1,1,5.07
141474,76225,12,1,5.26
141475,76225,14,1,5.48
141476,76225,16,1,0.69
141477,76226,12,1,5.31
141478,76227,7,1,4.63
141479,76228,7,1,4.46
141480,76228,12,1,5.12
141481,76228,16,1,0.68
141482,76229,3,1,5.41
141483,76229,13,1,5.79
141484,76230,12,1,5.09
141485,76231,1,1,5.03
141486,76231,16,1,0.70
141487,76232,5,2,5.38
141488,76232,15,1,5.39
141489,76233,14,1,5.51
141490,76234,3,1,5.32
141491,76235,7,1,4.39
141492,76236,2,1,5.44
141493,76237,14,1,5.39
141494,76237,16,1,0.67
141495,76238,16,1,0.66
141496,76238,16,1,0.67
141497,76239,4,1,6.04
141498,76240,7,2,4.43
141499,76240,10,1,5.26
141500,76240,16,1,0.69
141501,76241,3,2,5.37
141502,76242,3,1,5.38
141503,76242,1,1,4.96
141504,76242,15,1,5.20
141505,76242,7,1,4.65
141506,76243,13,1,5.88
141507,76243,16,1,0.68
141508,76244,11,2,5.11
141509,76244,16,1,0.69
141510,76245,13,1,5.72
141511,76245,4,1,5.89
141512,76246,4,2,5.99
141513,76247,14,1,5.48
141514,76248,10,1,5.24
141515,76249,1,1,5.05
141516,76249,16,1,0.69
141517,76250,2,1,5.55
141518,76251,10,1,5.30
141519,76252,5,1,5.56
141520,76252,13,1,5.80
141521,76252,7,1,4.58
141522,76253,2,2,5.29
141523,76253,2,1,5.43
141524,76253,9,1,5.29
141525,76253,16,1,0.66
141526,76254,5,1,5.49
141527,76254,16,1,0.70
141528,76255,13,1,6.01
141529,76256,15,1,5.20
141530,76257,2,1,5.38
141531,76258,4,2,5.99
141532,76259,2,1,5.45
141533,76260,12,2,5.10
141534,76261,13,1,5.85
141535,76262,4,1,5.93
141536,76262,3,1,5.27
141537,76264,2,1,5.47
141538,76265,4,1,5.97
141539,76266,12,1,5.13
141540,76267,5,1,5.37
141541,76267,4,1,5.86
141542,76267,3,1,5.30
141543,76267,16,1,0.69
141544,76268,12,1,5.22
141545,76269,6,1,4.74
141546,76270,7,2,4.41
141547,76271,3,1,5.53
141548,76271,16,1,0.70
141549,76272,7,1,4.63
141550,76272,16,1,0.68
141551,76273,15,1,5.13
141552,76274,15,1,5.19
141553,76275,2,1,5.35
141554,76275,9,1,5.23
141555,76276,6,2,4.79
141556,76277,9,1,5.27
141557,76277,12,1,5.21
141558,76278,3,1,5.53
141559,76279,9,1,5.22
141560,76279,13,1,5.98
141561,76279,2,1,5.49
141562,76280,2,1,5.27
141563,76280,8,1,4.74
141564,76280,16,1,0.67
141565,76281,5,1,5.49
141566,76282,14,1,5.44
141567,76282,16,1,0.66
141568,76283,2,1,5.58
141569,76283,4,1,5.73
141570,76284,7,1,4.46
141571,76286,11,1,5.31
141572,76286,9,1,5.18
141573,76286,1,1,4.83
141574,76287,3,1,5.33
141575,76288,10,1,5.39
141576,76289,10,1,5.19
141577,76289,1,1,5.01
141578,76290,3,1,5.44
141579,76290,10,1,5.32
141580,76290,11,2,5.37
141581,76290,5,1,5.57
141582,76291,16,1,0.68
141583,76291,8,1,4.77
141584,76291,1,1,4.83
141585,76291,16,1,0.66
141586,76292,2,1,5.38
141587,76292,4,2,5.73
141588,76292,11,2,5.29
141589,76293,8,1,4.91
141590,76294,13,1,5.85
141591,76294,7,1,4.59
141592,76294,3,1,5.37
141593,76294,16,1,0.70
141594,76295,2,2,5.59
141595,76296,16,2,0.69
141596,76296,5,1,5.39
141597,76296,16,1,0.67
141598,76297,4,2,5.96
141599,76297,10,1,5.32
141600,76298,8,2,4.91
141601,76299,13,1,5.76
141602,76300,1,1,5.09
141603,76300,14,1,5.39
141604,76300,4,1,5.71
141605,76300,16,1,0.68
141606,76301,2,2,5.38
141607,76301,16,2,0.66
141608,76302,7,1,4.43
141609,76303,11,1,5.17
141610,76304,10,1,5.11
141611,76304,12,1,5.09
141612,76305,3,1,5.34
141613,76305,1,1,5.03
141614,76306,4,1,5.97
141615,76306,2,1,5.51
141616,76306,14,1,5.31
141617,76308,11,1,5.35
141618,76308,3,1,5.46
141619,76309,2,1,5.32
141620,76310,8,1,4.80
